KIC_ID,APOGEE_ID,ASPCAP_ID,GAIADR3_ID,numax,numax_err,Dnu,Dnu_err,EvoState,L,L_err,Fe_H,Fe_H_err,alpha_M,alpha_M_err,Rg,Rg_16,Rg_84,Zmax,Zmax_16,Zmax_84,e,e_16,e_84,Lz,Lz_16,Lz_84,E,E_16,E_84,vR,vR_16,vR_84,vT,vT_16,vT_84,vZ,vZ_16,vZ_84,age_Dnu,age_16_Dnu,age_84_Dnu,mass_Dnu,mass_16_Dnu,mass_84_Dnu,rad_Dnu,rad_16_Dnu,rad_84_Dnu,dist_Dnu,dist_16_Dnu,dist_84_Dnu,age_L,age_16_L,age_84_L,mass_L,mass_16_L,mass_84_L,rad_L,rad_16_L,rad_84_L,dist_L,dist_16_L,dist_84_L,warn_low_numax,warn_high_Dnu,warn_high_RUWE,warn_NSS,warn_APOGEE,warn_plax_err,warn_dustmaps,warn_nve_Av_Dnu,warn_nve_Av_L,warn_massdiff,RelDat_Dnu,RelDat_L,RelAge_Dnu,RelAge_L
7265649,2M19035086+4253088,apogee.apo25m.synspec_fix.K12_074+15.2M19035086+4253088,1636148068921376768,11.31,0.24,1.604,0.125,1,217.77761212794707,19.740417682967596,-0.55761,0.015583726,0.083629996,0.01322503,8.84398051540214,8.644171492427478,9.089281843248395,2.348298707462882,1.7912406433407095,2.949470392513508,0.2189511921696917,0.1886094291288965,0.2476456850164684,1925.015285810423,1886.2715732203635,1972.337735310482,-33735.30885582129,-35723.51989021456,-31570.02551977178,49.49700868983183,39.60127061825169,58.43166069866086,243.04717583796852,242.52681656708677,243.6614317893057,-34.3922876682808,-40.80014281485902,-27.548593828137456,1.469913,0.827775,3.041218,1.636125,1.310428,1.999919,22.315841,20.003131,24.636231,4334.21875,3668.046875,4942.851562,1.658473,1.23467,2.319837,1.580589,1.427832,1.735938,22.872191,21.531898,24.339954,4622.148438,4233.90625,5019.570312,True,False,False,True,False,False,False,False,False,False,False,False,False,False
7265993,2M19042897+4250200,apogee.apo25m.synspec_fix.K12_074+15.2M19042897+4250200,1636148068921376768,182.89,1.61,13.788,0.016,1,13.069221114472414,0.358622267870568,-0.0074856,0.00849312,0.016053,0.006489075,7.8762841930057395,7.872524862549253,7.880075955922423,0.4399647059245531,0.4285298673219577,0.4510519313528046,0.0314547974645498,0.0312515095684349,0.0316861170919167,1735.4830915267846,1734.7366375449433,1736.2358966876118,-42527.78146345663,-42536.21855504765,-42519.15185014262,-4.641897008911455,-4.798424548710702,-4.506614896294518,224.4772079174072,224.4373728803261,224.5181009993244,-10.24891608761703,-10.602913866232202,-9.880132534700005,3.344955,2.976731,3.775528,1.381809,1.33808,1.426107,5.032001,4.975344,5.08729,1328.90625,1294.941406,1362.910156,3.526386,3.160785,3.94399,1.353003,1.312317,1.394064,4.843844,4.750797,4.939759,1281.113281,1242.558594,1320.703125,False,False,False,False,False,False,False,False,False,False,True,True,True,True
7266262,2M19045666+4253171,apogee.apo25m.synspec_fix.K12_074+15.2M19045666+4253171,1636148068921376768,27.36,0.99,3.781,0.047,2,53.23859391338421,2.6937076053741347,-0.30477,0.009287435,0.235545,0.0075307074,5.178008649497021,5.123503054992387,5.228273925982377,0.9285730488790996,0.8778732290742456,0.9837517984447663,0.3988547274017098,0.389240781842724,0.4094079325662335,1168.2506265032646,1155.9147891068608,1179.5872519260313,-52364.21097132687,-52472.71596406951,-52231.63369724384,81.30255053119468,78.3598724021743,84.50133699991154,152.3207834761008,150.64965522889398,153.83592216364846,25.642287226433226,24.151875379175436,27.200353147554893,12.623037,9.170979,16.483543,0.895405,0.843162,0.963663,10.49321,10.245265,10.787036,2561.953125,2452.285156,2681.601562,10.473458,8.458731,13.080658,0.93036,0.883842,0.977835,10.131667,9.902236,10.392033,2478.203125,2387.558594,2578.710938,False,False,False,False,False,False,False,False,False,False,True,True,True,True
7266674,2M19054020+4252257,apogee.apo25m.synspec_fix.K12_074+15.2M19054020+4252257,1636148068921376768,31.65,0.83,3.912,0.042,2,46.23688208479547,1.684807059273454,0.063167,0.00719456,0.088625,0.0046704207,7.7489355250095855,7.738385263218435,7.761085506769525,0.7441360996997308,0.7153714028595972,0.774460283946582,0.2675397397376331,0.2610984176797051,0.2743827227265291,1710.1472338019748,1708.0436288896065,1712.5689130129094,-39868.22277067255,-40104.36275385354,-39601.0376154538,-78.90593119818357,-80.8684469199697,-77.05662225675437,222.28143267923076,221.9009540209165,222.70231155681373,-18.72053310579166,-19.417425985905485,-18.056606317891195,8.680338,7.385414,10.655307,1.033494,0.978979,1.082119,10.656015,10.450967,10.806296,1727.558594,1675.3125,1774.6875,9.230824,8.020325,10.67137,1.011836,0.972505,1.052376,10.295521,10.13068,10.48438,1668.574219,1622.675781,1716.738281,False,False,False,False,False,False,False,False,False,False,True,True,True,True
7266738,2M19054784+4248230,apogee.apo25m.synspec_fix.K12_074+15.2M19054784+4248230,1636148068921376768,29.61,0.55,4.145,0.038,2,50.07961707317907,2.351958258677601,-0.29489,0.013094223,0.093606,0.010801879,8.729438415050977,8.708145587796523,8.751994989948995,1.0135534637236705,0.9768303428702048,1.0493773202399923,0.2621039793764066,0.256867103823376,0.2670980090707178,1902.8276953909017,1898.696498474977,1907.201791991951,-34909.2392671882,-35150.78580760714,-34668.11308623592,-62.35204812565328,-63.39355734022504,-61.21292612796932,248.1645405069931,247.58822436325065,248.73916982155825,-16.05614493250451,-16.74069668184416,-15.371790054389034,16.301331,13.574857,18.537459,0.832025,0.808775,0.86673,9.645844,9.533989,9.800221,2254.882812,2199.121094,2317.265625,13.289115,11.125584,15.845967,0.86787,0.832793,0.904563,9.704403,9.44113,9.945444,2272.285156,2187.148438,2357.539062,False,False,False,False,False,False,False,False,False,False,True,True,True,True
7267119,2M19062674+4248099,apogee.apo25m.synspec_fix.K12_074+15.2M19062674+4248099,1636148068921376768,84.98,0.56,8.24,0.015,1,16.429904269704874,0.593960983967104,-0.29145,0.011702556,0.216695,0.008866901,5.505439521834813,5.502743033184323,5.50828316268945,1.0996751431932013,1.0721616186926295,1.1252766495776223,0.2585907932048984,0.2570607755383579,0.260171343721914,1241.4394377442738,1240.8429027556303,1242.068418679772,-53669.24299006788,-53728.48391107962,-53610.19244505799,-12.527467836012285,-13.04268729566092,-12.002113288985385,160.84923389976274,160.6999378046111,160.99770419470698,-47.82580919786821,-48.60663960673459,-47.00650181865615,11.185822,10.174522,12.38893,0.965332,0.939707,0.989837,6.231217,6.172193,6.289195,1460.507812,1424.980469,1496.386719,11.36236,9.903975,13.089968,0.947009,0.910839,0.983325,5.796871,5.655046,5.943635,1361.953125,1309.921875,1416.210938,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7267370,2M19065180+4252522,apogee.apo25m.synspec_fix.K12_074+15.2M19065180+4252522,1636148068921376768,43.42,0.74,4.617,0.047,2,54.86842407941795,2.33888028450176,-0.14307,0.0071917027,0.0681659999999999,0.0057982869999999,6.668291282617045,6.662390951359393,6.674643462299892,0.7501647631198363,0.7348966707432536,0.7658277413445946,0.1239060682092939,0.1230577147293015,0.1247695682339269,1490.4155787240502,1489.1890644002087,1491.735653126818,-48553.2680474679,-48616.37108079132,-48490.34662616782,-13.959800084793198,-14.201987661566324,-13.711982633687562,194.24309787263056,194.0776783530867,194.4147175107249,-20.360374839029248,-20.71604348301457,-20.01061604692705,2.426761,2.201671,2.585112,1.498048,1.469518,1.556169,10.813135,10.762376,11.016362,2317.402344,2275.839844,2367.226562,3.385635,2.92096,3.903537,1.346402,1.284278,1.413242,10.749793,10.64123,10.82505,2317.617188,2274.0625,2357.421875,False,False,False,False,False,False,False,False,False,False,True,True,True,True
7267593,2M19071273+4248197,apogee.apo25m.synspec_fix.K12_074+15.2M19071273+4248197,1636148068921376768,47.54,1.05,5.088,0.017,1,31.54269138324754,1.0954475319283234,-0.055431,0.009272982,0.0336111,0.006286824,5.610010550663089,5.603363633219085,5.616437013017653,0.7577690346860672,0.7319640603767376,0.786224667874277,0.2646279203410462,0.2642994338848175,0.264941926174149,1264.4971660088493,1263.0359085247137,1265.909399989319,-53665.91714507344,-53682.84955035733,-53645.36280680807,25.005342454381623,24.37775206143136,25.68842592224856,164.33925839989382,164.24832158729885,164.43076262295827,-27.606339856224032,-28.23331298662036,-27.038521174126817,8.131194,6.845969,9.754722,1.070633,1.012188,1.128689,8.862711,8.68763,9.030311,1732.832031,1670.410156,1796.699219,8.625122,7.473429,9.672048,1.051052,1.014087,1.093145,8.535458,8.34028,8.704757,1669.609375,1613.046875,1725.800781,False,False,False,False,False,False,False,False,False,False,True,True,True,True
7269400,2M19100730+4253202,apogee.apo25m.synspec_fix.K12_074+15.2M19100730+4253202,1636148068921376768,34.03,1.94,3.585,0.051,2,110.1196596588298,7.934840321824033,-0.0893,0.0083158035,0.047202,0.0066991155,8.92858918042497,8.753792788604525,9.137981176746424,1.6053766551640476,1.4299624556103183,1.802214711293156,0.1906546652593481,0.1750612926882268,0.2083233046901908,1941.3668635307165,1907.5503139861075,1981.7024839856413,-34695.91966870899,-35873.43832675691,-33328.40012821158,-29.90636806509725,-30.978436420621403,-28.79354841484411,248.3431818791013,245.63073943062912,251.5100371221205,20.136933857965733,19.367455309683574,20.90449965143772,0.806556,0.503497,1.79091,2.315438,1.682006,2.773154,14.856096,13.287875,15.889945,3556.210938,2999.726562,3953.671875,0.977814,0.710476,1.349974,2.150668,1.896966,2.347368,14.573391,13.666046,15.432389,3512.265625,3226.445312,3796.835938,False,False,False,False,False,False,False,False,False,False,True,True,True,True
7269710,2M19103850+4250070,apogee.apo25m.synspec_fix.K12_074+15.2M19103850+4250070,1636148068921376768,29.91,0.31,3.4760000000000004,0.022,1,57.62772098741837,3.452187360782744,0.0081234,0.011816853,0.0276985,0.007446703,7.7831988407786845,7.763994330577173,7.804536725174599,0.8727303637700778,0.8300345227980803,0.9133723565233444,0.1128135087967838,0.1089024595102887,0.1165195502091817,1716.9740044703535,1713.148545328933,1721.2216581737534,-41961.095093158,-42157.56221182299,-41750.92845573679,-33.53631419520494,-34.48383640810637,-32.51930466743878,223.40827852194383,222.98046157956227,223.8714896051592,15.70290466019346,15.294618838246704,16.09560606730388,5.534036,4.703503,6.562755,1.210059,1.154115,1.266889,11.888329,11.659667,12.111879,2525.449219,2428.867188,2624.023438,4.178013,3.279612,5.281164,1.305606,1.220522,1.396784,11.74142,11.215386,12.269204,2495.898438,2336.40625,2663.203125,False,False,False,False,False,False,False,False,False,False,True,True,True,True
7270142,2M19112283+4249489,apogee.apo25m.synspec_fix.K12_074+15.2M19112283+4249489,1636148068921376768,53.55,0.66,5.44,0.0139999999999999,1,30.08233444102981,0.8879769544523383,0.069866,0.0071493769999999,0.037838,0.004662297,6.440936463157353,6.436652367259748,6.445694439801204,0.4961388296256759,0.4757857927048264,0.517506315974806,0.1784450799077707,0.1778168531411549,0.1790780538773395,1442.911243503771,1442.011182784942,1443.91064450561,-49898.86459444532,-49915.57658368475,-49873.73356488196,-22.08545300566366,-23.04448033959294,-21.166604283452465,185.74659621711768,185.70929153286093,185.7960125463275,-23.369027566864183,-24.162536741636305,-22.61006828777074,6.434794,5.244622,7.53046,1.175261,1.12425,1.24114,8.753741,8.615751,8.926888,1120.761719,1077.226562,1165.341797,7.208649,6.277927,8.142237,1.131674,1.09402,1.173518,8.417915,8.212358,8.599908,1080.712891,1045.146484,1115.449219,False,False,False,False,False,False,False,False,False,False,True,True,True,True
7270355,2M19114430+4250168,apogee.apo25m.synspec_fix.K12_074+15.2M19114430+4250168,1636148068921376768,31.86,0.39,4.0280000000000005,0.037,2,50.80969524819838,4.030806144998425,-0.26702,0.01003385,0.074621,0.008273972,7.743803497765892,7.691562132330314,7.79619391140963,1.015247219340321,0.9696758481953004,1.0605500102089904,0.2230749820563937,0.2164831327691471,0.229709616453247,1709.1240547061911,1698.6988579770218,1719.5612302524962,-40483.263961722136,-40938.15857651469,-40021.93399184187,-64.7780145444423,-66.39614611473617,-63.106779222514646,221.7412220676215,220.5773777594088,222.9171331938653,-16.75534539391095,-17.361421382933926,-16.140624749763337,7.177643,6.530912,8.205273,1.013969,0.976113,1.049099,10.391071,10.232118,10.51984,2884.53125,2800.234375,2984.335938,10.338754,7.870819,13.672173,0.922393,0.864465,0.983343,9.991248,9.682913,10.26854,2791.015625,2665.15625,2916.328125,False,False,False,False,False,False,False,False,False,False,True,True,True,True
7270385,2M19114715+4248116,apogee.apo25m.synspec_fix.K12_074+15.2M19114715+4248116,1636148068921376768,111.52,0.77,9.864,0.027,1,20.10586314951109,0.788899740178862,-0.33221,0.008912388,0.085334,0.007916303,9.171353562219956,9.162834355244437,9.18002135660611,1.03208501070948,1.011289093670949,1.0520200603869871,0.2136627448025403,0.2134898500453969,0.2138554255734407,1988.1143461979184,1986.477971074188,1989.77896347966,-33892.31357282668,-33911.16128270671,-33871.17270809667,-24.04358367240753,-24.171690616483097,-23.922230676119472,257.6305948670682,257.53047447039484,257.72872388512087,30.28022143700317,29.93556701826772,30.62953158254583,4.979487,4.486926,5.521218,1.169096,1.136322,1.20261,5.922223,5.860406,5.985674,1572.34375,1534.804688,1611.113281,3.928207,3.421232,4.53447,1.249683,1.19892,1.300958,5.973572,5.824712,6.127348,1589.941406,1527.8125,1654.707031,False,False,False,False,False,False,False,False,False,False,True,True,True,True
7270921,2M19123828+4249415,apogee.apo25m.synspec_fix.K12_074+15.2M19123828+4249415,1636148068921376768,30.88,0.76,3.905,0.068,2,50.313022711890525,3.2731269011609108,-0.042423,0.009812012,0.0280565,0.0069373119999999,7.233640745398031,7.229290667117731,7.239903348561842,1.0974118565229696,1.045289905811189,1.1586642488186671,0.1115188208495345,0.1079263020919628,0.1155113714215158,1606.5080552003988,1605.6248872843137,1607.779253263717,-44568.43252637541,-44720.72599759574,-44384.97452184308,34.78355471845599,33.33705399859032,36.37406508879507,208.36859732416823,208.27398686208505,208.45689194467252,-29.326442027384218,-30.503171036963035,-28.266787647125074,9.712764,7.984196,12.931291,0.969599,0.908234,1.023994,10.404543,10.153182,10.6138,2887.148438,2772.34375,2985.9375,8.829967,7.137735,11.500902,0.986077,0.927337,1.058435,10.287086,10.047522,10.518717,2858.867188,2754.53125,2962.460938,False,False,False,False,False,False,False,False,False,False,True,True,True,True
7271514,2M19133789+4251563,apogee.apo25m.synspec_fix.K12_074+15.2M19133789+4251563,1636148068921376768,31.31,1.01,3.802,0.025,2,55.53499219633727,3.993170952438034,0.038827,0.010219697,0.013980001,0.0067811669999999,5.158790369529706,5.100828411711886,5.225811237795165,0.9375867003664556,0.8227324503444827,1.0514551895484543,0.3492207614797221,0.3373940357995988,0.3605528045714608,1163.9062202204327,1150.7697282848346,1179.0327032042817,-54335.40550704626,-54501.26319424775,-54094.73423423264,47.91652547017407,44.20623284090609,51.356176736739904,150.51479448739045,148.1521064118578,152.97179247994194,23.84595654668762,20.577215671791684,26.925900537778357,6.171341,4.178967,11.25931,1.134259,0.948792,1.297113,11.247288,10.487906,11.772646,3086.914062,2743.945312,3344.101562,5.315825,4.323435,6.642148,1.186143,1.097391,1.271474,10.700579,10.528605,10.863791,2906.40625,2821.679688,2988.671875,False,False,False,False,False,False,False,False,False,False,True,True,True,True
7272020,2M19142322+4252378,apogee.apo25m.synspec_fix.K12_074+15.2M19142322+4252378,1636148068921376768,38.84,0.97,4.46,0.052,2,50.80244881726363,8.404290465697244,-0.17374,0.009368493,0.0363045,0.0078464809999999,7.599050566714825,7.571270078418055,7.628577034871145,0.8243014957026626,0.798657424595213,0.8508376559674954,0.1143392047504611,0.1116293812799509,0.1174350931439016,1680.193007096752,1674.6245426885466,1686.1056790473976,-43005.630464757865,-43212.16058009668,-42777.919804161626,-33.098512847962255,-33.9244044391031,-32.34860261818792,217.76326859799315,217.18532143537485,218.39463812950297,-10.867408032634485,-11.407467325980404,-10.325776915321857,3.180566,2.798659,3.524234,1.345566,1.300677,1.409293,10.722689,10.649763,10.952722,2839.179688,2776.757812,2911.992188,8.669899,5.203348,13.985118,0.970303,0.869492,1.144967,10.262068,9.806451,10.65069,2715.78125,2524.003906,2899.140625,False,False,True,False,False,False,False,False,False,False,False,False,False,False
7272257,2M19144352+4248445,apogee.apo25m.synspec_fix.K12_074+15.2M19144352+4248445,1636148068921376768,23.91,0.41,3.0210000000000004,0.013,1,64.11598821397244,2.466023478551682,-0.27807,0.007977208,0.099906,0.0060258848,7.310363382602567,7.293672591482355,7.329283572600171,0.603893904853315,0.5692207096273786,0.6363303659975725,0.181491316287951,0.1750874707881226,0.1875632710953604,1622.0606697341043,1618.6810608257051,1625.8891560308175,-44164.11556852079,-44410.389603109084,-43909.09723813167,-52.48567043817711,-54.49968038242636,-50.329379658932574,210.6385027214722,210.0905907530627,211.2250880355668,-13.1063198247277,-13.815978221191564,-12.361663898933704,6.874863,5.535021,8.576414,1.081712,1.015634,1.150983,12.561402,12.277721,12.845173,1922.148438,1837.109375,2009.570312,6.361441,5.488978,7.415722,1.102903,1.055535,1.149614,12.336196,12.002858,12.682593,1887.578125,1811.347656,1967.519531,False,False,False,False,False,False,False,False,False,False,True,True,True,True
7272709,2M19152292+4251550,apogee.apo25m.synspec_fix.K12_074+15.2M19152292+4251550,1636148068921376768,34.53,1.63,4.059,0.201,2,45.858869619940336,1.0325276278516968,0.20457,0.0069043369999999,0.016346,0.0042650285,6.705454964342016,6.685264450091321,6.725762231150308,0.2157854227314008,0.2062955031871569,0.2256932372862214,0.2023735383034232,0.197401848515118,0.2074124244627738,1498.133359742848,1493.942000397779,1502.3451310271073,-48133.91129809276,-48163.06603208532,-48099.59601714162,-42.882976601711874,-44.57548777803103,-41.24013096750537,190.4825070994306,190.0678785965691,190.90600227046903,7.622494439651113,7.3049859703604545,7.949187788044012,6.535905,5.178294,8.659909,1.144911,1.050002,1.23575,10.809675,10.492942,11.049924,583.056641,557.602539,605.532227,9.165503,8.173748,10.251783,1.031174,0.994994,1.069387,10.382681,10.221846,10.570442,559.047852,545.136719,573.535156,False,False,False,False,False,False,False,False,False,False,True,True,True,True
7273176,2M19160130+4253059,apogee.apo25m.synspec_fix.K12_074+15.2M19160130+4253059,1636148068921376768,29.93,0.92,3.945,0.043,2,57.83451101553929,2.3883430140681483,-0.35889,0.0075219865,0.119816,0.006756063,8.227436307236502,8.224077660402513,8.234995082098587,1.08262075695951,1.012372601850043,1.154352153476089,0.1943507387123282,0.1875603594317738,0.200888286214167,1804.837191592388,1804.177181910512,1806.322344673929,-38451.43045605194,-38604.06797066087,-38274.360931921605,-53.04255200889282,-55.11000832789853,-50.8591419051522,233.99038202978105,233.94125362465243,234.06212125543283,33.891903074995895,32.595007838491256,35.112442449903085,9.117206,6.652599,13.055492,0.943197,0.871151,1.02832,10.301265,10.011563,10.685627,1778.457031,1683.183594,1889.160156,7.458542,6.40758,9.037236,0.986785,0.94037,1.03906,10.280467,10.102869,10.537139,1780.0,1724.53125,1845.625,False,False,False,False,False,False,False,False,False,False,True,True,True,True
7273199,2M19160322+4249335,apogee.apo25m.synspec_fix.K12_074+15.2M19160322+4249335,1636148068921376768,27.11,0.66,3.876,0.109,2,47.36113263396626,3.2452364052732072,-0.24586,0.010393407,0.210275,0.008449635,6.636949780026345,6.565203398417077,6.710558098409273,2.201956890870077,2.061618143007574,2.3436820250701387,0.2327969188747226,0.2271622677819219,0.238607021307997,1483.896782235956,1468.938694497727,1499.1921203069203,-44225.880043320336,-45015.49172308307,-43432.18658139594,-61.33261868296125,-63.570679774105,-58.80300318097783,192.4599403261031,190.65366378983185,194.2766611216388,-75.06633107901135,-77.78198530961069,-72.2378022878262,15.021027,11.200152,18.203333,0.860035,0.823736,0.919305,10.3159,10.102115,10.617932,2685.351562,2587.382812,2805.859375,17.254797,14.847514,18.973844,0.836247,0.817404,0.865692,9.652653,9.454623,9.935956,2513.027344,2433.945312,2611.015625,False,False,False,False,False,False,False,False,False,False,True,True,True,True
7273426,2M19162315+4253565,apogee.apo25m.synspec_fix.K12_074+15.2M19162315+4253565,1636148068921376768,30.89,0.62,3.871,0.035,2,54.13040015733175,1.869252790108784,0.0027697003,0.0071408898,0.0312969,0.0050369473,7.340952982872714,7.336090043838042,7.3471027935868465,0.3937728838301622,0.3782961693019234,0.4084134474761056,0.1789883191886012,0.1738745725670175,0.183690956188379,1628.2491147453934,1627.2657838158914,1629.4924104160282,-44314.28806792291,-44377.64430503983,-44246.95247759796,-51.99381967138649,-53.49172336075378,-50.34394723400336,210.0480350350378,210.01399371386893,210.08475009745976,1.64183581455791,1.516932977403397,1.7627260061465715,9.099045,7.995618,11.198676,0.992047,0.946642,1.033913,10.559843,10.382618,10.693708,1316.328125,1271.630859,1365.332031,6.285873,5.663963,7.005805,1.113138,1.071619,1.154005,10.581706,10.43714,10.728124,1326.464844,1295.703125,1358.945312,False,False,False,False,False,False,False,False,False,False,True,True,True,True
7273672,2M19164369+4248418,apogee.apo25m.synspec_fix.K12_074+15.2M19164369+4248418,1636148068921376768,20.98,0.37,2.752,0.015,1,66.56134937542782,2.9827448934905427,-0.069768,0.007696867,0.036903,0.0050690267,6.000869831901862,5.992733029809483,6.009787015521121,0.4599180779736146,0.4387831679349275,0.4813254935109272,0.219331803353547,0.2189500329583465,0.2196707748674024,1349.4296637179625,1347.6806962572557,1351.345475147515,-52410.87496994051,-52432.88809237266,-52383.59825556046,6.508207735468735,6.328637095437998,6.667407872700276,174.3438461656281,174.26149374495185,174.43347260543106,-16.52941779951514,-17.038453926303788,-16.024947570919615,10.049994,7.977554,12.759258,1.004339,0.939163,1.072335,13.009031,12.689418,13.330383,1418.144531,1349.511719,1489.0625,7.182625,6.069722,8.561455,1.100899,1.047774,1.154099,13.152233,12.736975,13.582956,1435.195312,1368.144531,1505.566406,False,False,False,False,False,False,False,False,False,False,True,True,True,True
7273965,2M19170753+4248006,apogee.apo25m.synspec_fix.K12_074+15.2M19170753+4248006,1636148068921376768,9.81,0.32,1.4780000000000002,0.052,1,192.58576768253732,13.17068434072461,-0.0024835998,0.0076487809999999,0.0071670003,0.004730461,8.009239648357571,7.969938933267713,8.06845600104082,0.6713046204921785,0.5915662420990909,0.7531125599731912,0.1099101502025927,0.1007782016289881,0.1192982011486751,1761.8273403317617,1754.0512616059775,1773.5267395373378,-41089.15312704207,-41477.84351598998,-40590.40204260281,-28.76096123430535,-30.496309671941265,-26.846810222558723,228.7877186094337,227.73517646046813,230.1150582500755,0.5835724939843911,-0.1345286195274141,1.3506677821353734,4.974328,2.856194,8.709188,1.23212,1.045812,1.453884,21.141919,19.623344,22.810716,2324.238281,2049.785156,2586.71875,2.22809,1.752142,2.91367,1.566217,1.447382,1.685494,23.996969,22.847368,25.216352,2708.476562,2523.046875,2903.828125,True,False,False,False,False,False,False,False,False,False,False,False,False,False
7281777,2M19265016+4249252,apogee.apo25m.synspec_fix.075+12.2M19265016+4249252,1636148068921376768,37.09,0.58,4.291,0.022,2,49.01755384631864,1.8209536659677128,0.16254,0.0068458267,-0.010458,0.0044399705,6.565699754087212,6.558143715320619,6.574732726562074,0.426310586092219,0.4139358354681657,0.4372789142848063,0.2247323406861518,0.2212660814263889,0.2277173141126533,1469.0423486790803,1467.464157208879,1470.9282888064529,-48328.72940551306,-48360.48239786812,-48296.15489987311,52.72882646027174,51.398172296253655,53.8543667490629,189.48821570552,189.33354672273745,189.65711716307305,-10.10296820899369,-10.308857052973575,-9.891163513304324,4.633771,4.152704,5.027865,1.266356,1.228943,1.3125,10.770594,10.66852,10.907302,1495.039062,1459.726562,1531.972656,5.555783,4.968804,6.23431,1.188792,1.142398,1.23645,10.711305,10.585387,10.866449,1486.933594,1452.929688,1521.621094,False,False,False,False,False,False,False,False,False,False,True,True,True,True
7281826,2M19265414+4252095,apogee.apo25m.synspec_fix.K16_075+11.2M19265414+4252095,1636148068921376768,29.49,0.65,3.762,0.042,2,42.525534079828255,1.7330197464424295,0.35273,0.010703049,0.027871301,0.0057610488,6.429100298470513,6.413453180130541,6.446258428753238,0.5443403144302343,0.5261747556237024,0.5629967214888606,0.3225126628832852,0.3181421378655146,0.3270288651535425,1440.4240863450264,1437.1339269995171,1444.0290937021148,-46535.25445696905,-46808.47124040019,-46250.80909005844,-87.29786154640931,-89.397537238347,-85.24226728705914,186.28055331572983,185.8314614698984,186.7612937171351,0.5251544083964462,0.4184585782366943,0.6286327241451413,9.674449,8.853149,10.312135,1.014656,0.993793,1.048447,10.902504,10.798101,11.007959,1983.28125,1937.128906,2031.035156,10.344022,9.741322,11.359067,0.992266,0.958633,1.013279,10.449082,10.179578,10.621101,1909.902344,1858.027344,1966.71875,False,False,False,False,False,False,False,False,False,False,True,True,True,True
7282550,2M19274661+4253162,apogee.apo25m.synspec_fix.K16_075+11.2M19274661+4253162,1636148068921376768,31.09,0.51,3.969,0.043,2,50.76473116655192,1.953894965814453,-0.070661,0.010199945,0.0256468,0.007380182,5.536219224260136,5.534813218477292,5.537955137158473,0.424711177156031,0.4081309209609744,0.442752641197277,0.3029609676261879,0.3021868342871561,0.3037174895264208,1248.2416795995978,1247.9312371941978,1248.6249275679434,-54063.55842155307,-54128.30215796698,-53987.04644273334,-35.62233363520899,-37.0997248430681,-34.14781516922523,161.2330334633893,161.16935103611576,161.33219619300812,6.85116322598309,6.422063160717738,7.328426018470399,9.022463,7.74921,11.448114,0.979247,0.928485,1.024459,10.373733,10.160497,10.561014,1769.003906,1707.304688,1825.488281,8.614333,7.579667,10.057478,0.987651,0.951574,1.030901,10.256667,10.090597,10.444339,1749.511719,1702.285156,1798.476562,False,False,False,False,False,False,False,False,False,False,True,True,True,True
7283269,2M19284310+4253027,apogee.apo25m.synspec_fix.K16_075+11.2M19284310+4253027,1636148068921376768,14.21,0.34,1.971,0.062,0,75.28804031478742,2.4542114974491547,-0.10263,0.008029289,0.133155,0.0050156093,6.132909146836211,6.112678881291528,6.156420584337141,0.3301352471306557,0.2981858472646986,0.3650418127891045,0.2242136326095873,0.2207702593918197,0.2275218501134402,1377.7033512176608,1373.3844009021238,1382.7169982213195,-51580.30410349506,-51595.3192874435,-51536.48433095896,-25.47991053272078,-28.00915546683214,-23.116911745640596,177.19040524759754,176.89043607649702,177.56650004789654,8.87595980787821,7.875592128072161,9.963073001320288,11.18258,7.130513,16.02791,0.98451,0.888723,1.121009,15.841066,15.110841,16.822855,1292.949219,1185.498047,1426.972656,11.361811,9.552496,13.421261,0.960269,0.922636,0.998733,14.588937,13.311509,15.082501,1218.369141,1131.982422,1275.947266,True,False,False,False,False,False,False,False,False,False,False,False,False,False
7283405,2M19285388+4250513,apogee.apo25m.synspec_fix.K16_075+11.2M19285388+4250513,1636148068921376768,70.19,0.78,6.2920000000000025,0.013,1,38.70885883031532,6.10871420869976,-0.065785,0.006979068,0.013440001,0.0054393923,8.308192039855177,8.30271533931431,8.313523056604954,0.3411287433043498,0.3238419420734808,0.3575840874536943,0.1048279484902358,0.1012266238053527,0.1084458034868418,1820.6880790319235,1819.6142129437528,1821.7332258332597,-39976.42516002272,-40018.65819817673,-39932.4647350255,23.80102830713875,22.50362462296953,25.089677775632104,233.23257641990148,233.1221970364905,233.33647775556275,-11.238784054325606,-11.978961982836667,-10.50960316466735,1.618196,1.411897,1.853143,1.698325,1.632357,1.768396,9.053966,8.921849,9.186842,1019.541016,986.835938,1053.818359,2.594086,0.957852,5.385038,1.473067,1.192771,1.984765,8.72482,4.164477,9.784143,986.181641,853.925781,1112.744141,False,False,True,False,False,False,False,False,False,False,False,False,False,False
